id,experiment_id,site_id,created_at,updated_at
6000012964,6000000011,6000006088,2017-11-06 18:55:07.863861,2017-11-06 18:55:07.863861
6000012998,6000000026,6000006088,2017-11-06 19:03:15.110103,2017-11-06 19:03:15.110103
6000013100,6000000026,6000009327,2017-12-01 23:28:24.825489,2017-12-01 23:28:24.825489
6000013136,6000000026,6000010702,2017-12-01 23:30:09.468634,2017-12-01 23:30:09.468634
6000000384,6000000001,6000000608,2017-01-18 22:51:53.71042,2017-01-18 22:51:53.71042
6000000385,6000000001,6000001474,2017-01-18 22:51:53.71042,2017-01-18 22:51:53.71042
6000000386,6000000001,6000002338,2017-01-18 22:51:53.71042,2017-01-18 22:51:53.71042
6000000387,6000000001,6000000609,2017-01-18 22:51:53.736949,2017-01-18 22:51:53.736949
6000000388,6000000001,6000001475,2017-01-18 22:51:53.736949,2017-01-18 22:51:53.736949
6000000389,6000000001,6000002339,2017-01-18 22:51:53.736949,2017-01-18 22:51:53.736949
6000000390,6000000001,6000000610,2017-01-18 22:51:53.766266,2017-01-18 22:51:53.766266
6000000391,6000000001,6000001476,2017-01-18 22:51:53.766266,2017-01-18 22:51:53.766266
6000000392,6000000001,6000002340,2017-01-18 22:51:53.766266,2017-01-18 22:51:53.766266
6000000393,6000000001,6000000611,2017-01-18 22:51:53.792939,2017-01-18 22:51:53.792939
6000000394,6000000001,6000001477,2017-01-18 22:51:53.792939,2017-01-18 22:51:53.792939
6000000395,6000000001,6000002341,2017-01-18 22:51:53.792939,2017-01-18 22:51:53.792939
6000000396,6000000001,6000000612,2017-01-18 22:51:53.819209,2017-01-18 22:51:53.819209
6000000397,6000000001,6000001478,2017-01-18 22:51:53.819209,2017-01-18 22:51:53.819209
6000000398,6000000001,6000002342,2017-01-18 22:51:53.819209,2017-01-18 22:51:53.819209
6000000399,6000000001,6000000613,2017-01-18 22:51:53.845811,2017-01-18 22:51:53.845811
6000000400,6000000001,6000001479,2017-01-18 22:51:53.845811,2017-01-18 22:51:53.845811
6000000401,6000000001,6000002343,2017-01-18 22:51:53.845811,2017-01-18 22:51:53.845811
6000000402,6000000001,6000000624,2017-01-18 22:51:53.871789,2017-01-18 22:51:53.871789
6000000403,6000000001,6000001490,2017-01-18 22:51:53.871789,2017-01-18 22:51:53.871789
6000000404,6000000001,6000002354,2017-01-18 22:51:53.871789,2017-01-18 22:51:53.871789
6000000405,6000000001,6000000625,2017-01-18 22:51:53.899728,2017-01-18 22:51:53.899728
6000000406,6000000001,6000001491,2017-01-18 22:51:53.899728,2017-01-18 22:51:53.899728
6000000407,6000000001,6000002355,2017-01-18 22:51:53.899728,2017-01-18 22:51:53.899728
6000000408,6000000001,6000000626,2017-01-18 22:51:53.926568,2017-01-18 22:51:53.926568
6000000409,6000000001,6000001492,2017-01-18 22:51:53.926568,2017-01-18 22:51:53.926568
6000000410,6000000001,6000002356,2017-01-18 22:51:53.926568,2017-01-18 22:51:53.926568
6000000411,6000000001,6000000627,2017-01-18 22:51:53.953555,2017-01-18 22:51:53.953555
6000000412,6000000001,6000001493,2017-01-18 22:51:53.953555,2017-01-18 22:51:53.953555
6000000413,6000000001,6000002357,2017-01-18 22:51:53.953555,2017-01-18 22:51:53.953555
6000000414,6000000001,6000000628,2017-01-18 22:51:53.98027,2017-01-18 22:51:53.98027
6000000415,6000000001,6000001494,2017-01-18 22:51:53.98027,2017-01-18 22:51:53.98027
6000000416,6000000001,6000002358,2017-01-18 22:51:53.98027,2017-01-18 22:51:53.98027
6000000417,6000000001,6000000080,2017-01-18 22:51:54.005938,2017-01-18 22:51:54.005938
6000000418,6000000001,6000000946,2017-01-18 22:51:54.005938,2017-01-18 22:51:54.005938
6000000419,6000000001,6000001810,2017-01-18 22:51:54.005938,2017-01-18 22:51:54.005938
6000000420,6000000001,6000000081,2017-01-18 22:51:54.031987,2017-01-18 22:51:54.031987
6000000421,6000000001,6000000947,2017-01-18 22:51:54.031987,2017-01-18 22:51:54.031987
6000000422,6000000001,6000001811,2017-01-18 22:51:54.031987,2017-01-18 22:51:54.031987
6000000423,6000000001,6000000082,2017-01-18 22:51:54.059693,2017-01-18 22:51:54.059693
6000000424,6000000001,6000000948,2017-01-18 22:51:54.059693,2017-01-18 22:51:54.059693
6000000425,6000000001,6000001812,2017-01-18 22:51:54.059693,2017-01-18 22:51:54.059693
6000000426,6000000001,6000000083,2017-01-18 22:51:54.087348,2017-01-18 22:51:54.087348
6000000427,6000000001,6000000949,2017-01-18 22:51:54.087348,2017-01-18 22:51:54.087348
6000000428,6000000001,6000001813,2017-01-18 22:51:54.087348,2017-01-18 22:51:54.087348
6000000429,6000000001,6000000084,2017-01-18 22:51:54.113225,2017-01-18 22:51:54.113225
6000000430,6000000001,6000000950,2017-01-18 22:51:54.113225,2017-01-18 22:51:54.113225
6000000431,6000000001,6000001814,2017-01-18 22:51:54.113225,2017-01-18 22:51:54.113225
6000000432,6000000001,6000000629,2017-01-18 22:51:54.143676,2017-01-18 22:51:54.143676
6000000433,6000000001,6000001495,2017-01-18 22:51:54.143676,2017-01-18 22:51:54.143676
6000000434,6000000001,6000002359,2017-01-18 22:51:54.143676,2017-01-18 22:51:54.143676
6000000435,6000000001,6000000630,2017-01-18 22:51:54.16955,2017-01-18 22:51:54.16955
6000000436,6000000001,6000001496,2017-01-18 22:51:54.16955,2017-01-18 22:51:54.16955
6000000437,6000000001,6000002360,2017-01-18 22:51:54.16955,2017-01-18 22:51:54.16955
6000000438,6000000001,6000000631,2017-01-18 22:51:54.195835,2017-01-18 22:51:54.195835
6000000439,6000000001,6000001497,2017-01-18 22:51:54.195835,2017-01-18 22:51:54.195835
6000000440,6000000001,6000002361,2017-01-18 22:51:54.195835,2017-01-18 22:51:54.195835
6000000441,6000000001,6000000632,2017-01-18 22:51:54.222195,2017-01-18 22:51:54.222195
6000000442,6000000001,6000001498,2017-01-18 22:51:54.222195,2017-01-18 22:51:54.222195
6000000443,6000000001,6000002362,2017-01-18 22:51:54.222195,2017-01-18 22:51:54.222195
6000000444,6000000001,6000000633,2017-01-18 22:51:54.249785,2017-01-18 22:51:54.249785
6000000445,6000000001,6000001499,2017-01-18 22:51:54.249785,2017-01-18 22:51:54.249785
6000000446,6000000001,6000002363,2017-01-18 22:51:54.249785,2017-01-18 22:51:54.249785
6000000447,6000000001,6000000614,2017-01-18 22:51:54.275632,2017-01-18 22:51:54.275632
6000000448,6000000001,6000001480,2017-01-18 22:51:54.275632,2017-01-18 22:51:54.275632
6000000449,6000000001,6000002344,2017-01-18 22:51:54.275632,2017-01-18 22:51:54.275632
6000000450,6000000001,6000000615,2017-01-18 22:51:54.302907,2017-01-18 22:51:54.302907
6000000451,6000000001,6000001481,2017-01-18 22:51:54.302907,2017-01-18 22:51:54.302907
6000000452,6000000001,6000002345,2017-01-18 22:51:54.302907,2017-01-18 22:51:54.302907
6000000453,6000000001,6000000616,2017-01-18 22:51:54.330876,2017-01-18 22:51:54.330876
6000000454,6000000001,6000001482,2017-01-18 22:51:54.330876,2017-01-18 22:51:54.330876
6000000455,6000000001,6000002346,2017-01-18 22:51:54.330876,2017-01-18 22:51:54.330876
6000000456,6000000001,6000000617,2017-01-18 22:51:54.359047,2017-01-18 22:51:54.359047
6000000457,6000000001,6000001483,2017-01-18 22:51:54.359047,2017-01-18 22:51:54.359047
6000000458,6000000001,6000002347,2017-01-18 22:51:54.359047,2017-01-18 22:51:54.359047
6000000459,6000000001,6000000618,2017-01-18 22:51:54.385438,2017-01-18 22:51:54.385438
6000000460,6000000001,6000001484,2017-01-18 22:51:54.385438,2017-01-18 22:51:54.385438
6000000461,6000000001,6000002348,2017-01-18 22:51:54.385438,2017-01-18 22:51:54.385438
6000000462,6000000001,6000000085,2017-01-18 22:51:54.413112,2017-01-18 22:51:54.413112
6000000463,6000000001,6000000951,2017-01-18 22:51:54.413112,2017-01-18 22:51:54.413112
6000000464,6000000001,6000001815,2017-01-18 22:51:54.413112,2017-01-18 22:51:54.413112
6000000465,6000000001,6000000086,2017-01-18 22:51:54.440673,2017-01-18 22:51:54.440673
6000000466,6000000001,6000000952,2017-01-18 22:51:54.440673,2017-01-18 22:51:54.440673
6000000467,6000000001,6000001816,2017-01-18 22:51:54.440673,2017-01-18 22:51:54.440673
6000000468,6000000001,6000000087,2017-01-18 22:51:54.468283,2017-01-18 22:51:54.468283
6000000469,6000000001,6000000953,2017-01-18 22:51:54.468283,2017-01-18 22:51:54.468283
6000000470,6000000001,6000001817,2017-01-18 22:51:54.468283,2017-01-18 22:51:54.468283
6000000471,6000000001,6000000088,2017-01-18 22:51:54.495018,2017-01-18 22:51:54.495018
6000000472,6000000001,6000000954,2017-01-18 22:51:54.495018,2017-01-18 22:51:54.495018
6000000473,6000000001,6000001818,2017-01-18 22:51:54.495018,2017-01-18 22:51:54.495018
6000000474,6000000001,6000000089,2017-01-18 22:51:54.522849,2017-01-18 22:51:54.522849
6000000475,6000000001,6000000955,2017-01-18 22:51:54.522849,2017-01-18 22:51:54.522849
6000000476,6000000001,6000001819,2017-01-18 22:51:54.522849,2017-01-18 22:51:54.522849
6000000477,6000000001,6000000090,2017-01-18 22:51:54.548997,2017-01-18 22:51:54.548997
6000000478,6000000001,6000000956,2017-01-18 22:51:54.548997,2017-01-18 22:51:54.548997
6000000479,6000000001,6000001820,2017-01-18 22:51:54.548997,2017-01-18 22:51:54.548997
6000000480,6000000001,6000000634,2017-01-18 22:51:54.576475,2017-01-18 22:51:54.576475
6000000481,6000000001,6000001500,2017-01-18 22:51:54.576475,2017-01-18 22:51:54.576475
6000000482,6000000001,6000002364,2017-01-18 22:51:54.576475,2017-01-18 22:51:54.576475
6000000483,6000000001,6000000635,2017-01-18 22:51:54.604605,2017-01-18 22:51:54.604605
6000000484,6000000001,6000001501,2017-01-18 22:51:54.604605,2017-01-18 22:51:54.604605
6000000485,6000000001,6000002365,2017-01-18 22:51:54.604605,2017-01-18 22:51:54.604605
6000000486,6000000001,6000000636,2017-01-18 22:51:54.632348,2017-01-18 22:51:54.632348
6000000487,6000000001,6000001502,2017-01-18 22:51:54.632348,2017-01-18 22:51:54.632348
6000000488,6000000001,6000002366,2017-01-18 22:51:54.632348,2017-01-18 22:51:54.632348
6000000489,6000000001,6000000637,2017-01-18 22:51:54.658794,2017-01-18 22:51:54.658794
6000000490,6000000001,6000001503,2017-01-18 22:51:54.658794,2017-01-18 22:51:54.658794
